year,event,player,team,region,role,rating,agents,rounds
2023,Champions,something,PRX,Pacific,Duelist,1.07,"jett,breach,reyna",358
2023,Champions,Ethan,EG,Americas,Initiator,1.06,"kayo,skye,yoru",459
2023,Champions,C0M,EG,Americas,Flex,1.06,"sova,viper",459
2023,Champions,MaKo,KRX,Pacific,Controller,1.06,"omen,brimstone",283
2023,Champions,DaveeyS,KRÜ,Americas,Sentinel,1.06,"chamber,killjoy",90
2023,Champions,yosemite,BLG,China,Flex,1.05,"viper,killjoy",237
2023,Champions,Derke,FNC,EMEA,Duelist,1.04,"raze,jett",270
2023,Champions,s0m,NRG,Americas,Controller,1.03,"omen,astra,brimstone",130
2023,Champions,Zest,KRX,Pacific,Flex,1.02,"viper,sova",283
2023,Champions,Shao,NAVI,EMEA,Initiator,1.01,"fade,skye,sova",204
2023,Champions,f0rsakeN,PRX,Pacific,Flex,1.01,"skye,killjoy,harbor",358
2023,Champions,ZmjjKK,EDG,China,Duelist,1.01,"raze,chamber,jett",358
2023,Champions,BuZz,KRX,Pacific,Duelist,1.00,"raze,jett",283
2023,Champions,mindfreak,PRX,Pacific,Controller,1.00,"astra,brimstone,viper",358
2023,Champions,Jinggg,PRX,Pacific,Duelist,1.00,"raze,phoenix",358
2023,Champions,ardiis,NRG,Americas,Sentinel,0.98,"killjoy,jett,chamber",130
2023,Champions,xeta,T1,Pacific,Flex,0.98,"viper,sova",129
2023,Champions,qRaxs,FUT,EMEA,Initiator,0.98,"kayo,gekko",216
2023,Champions,nobody,EDG,China,Initiator,0.98,"skye,sova,fade",358
2023,Champions,AtaKaptan,FUT,EMEA,Controller,0.98,"brimstone,omen",216
2023,Champions,tuyz,LOUD,Americas,Controller,0.98,"omen,astra,harbor",515
2023,Champions,crashies,NRG,Americas,Initiator,0.97,"skye,sova",130
2023,Champions,MOJJ,FUT,EMEA,Flex,0.97,"viper,killjoy",216
2023,Champions,Munchkin,T1,Pacific,Initiator,0.97,"killjoy,breach,skye",129
2023,Champions,Dep,ZETA,Pacific,Flex,0.96,"neon,killjoy",79
2023,Champions,Smoggy,EDG,China,Duelist,0.96,"jett,raze,kayo",358
2023,Champions,stax,KRX,Pacific,Initiator,0.95,"fade,skye,kayo",283
2023,Champions,Biank,BLG,China,Initiator,0.95,"fade,skye,sova",237
2023,Champions,rhyme,GIA,EMEA,Controller,0.94,"breach,brimstone,omen",161
2023,Champions,Lysoar,FPX,EMEA,Flex,0.94,"killjoy,viper",85
2023,Champions,Chronicle,FNC,EMEA,Initiator,0.94,"breach,viper,kayo",270
2023,Champions,saadhak,LOUD,Americas,Initiator,0.94,"viper,breach,kayo",515
2023,Champions,Boaster,FNC,EMEA,Controller,0.94,"brimstone,astra,omen",270
2023,Champions,nukkye,GIA,EMEA,Sentinel,0.92,"cypher,killjoy",161
2023,Champions,Yuicaw,FPX,EMEA,Duelist,0.91,"jett,raze",85
2023,Champions,Knight,BLG,China,Flex,0.90,"omen,cypher,breach",237
2023,Champions,Haodong,EDG,China,Controller,0.89,"astra,brimstone,omen",358
2023,Champions,Zyppan,NAVI,EMEA,Initiator,0.89,"raze,breach,kayo",204
2023,Champions,Rb,KRX,Pacific,Flex,0.88,"killjoy,yoru",283
2023,Champions,Boostio,EG,Americas,Sentinel,0.88,"killjoy,brimstone,chamber",459
2023,Champions,qw1,FUT,EMEA,Duelist,0.86,"jett,raze",216
2023,Champions,ban,T1,Pacific,Controller,0.86,"harbor,omen",129
2023,Champions,FiNESSE,NRG,Americas,Flex,0.84,"viper,killjoy",130
2023,Champions,NagZ,KRÜ,Americas,Controller,0.79,viper,90
2023,Champions,DK,BLG,China,Controller,0.79,"killjoy,omen,brimstone",237
2023,Champions,soulcas,TL,EMEA,Flex,0.79,"astra,skye",92
2023,Champions,ANGE1,NAVI,EMEA,Controller,0.78,"omen,brimstone,sova",204
2023,Champions,Jamppi,TL,EMEA,Flex,0.78,"neon,chamber,breach",92
2023,Champions,nizhaoTZH,FPX,EMEA,Controller,0.75,"astra,viper,harbor",85
2023,Champions,Redgar,TL,EMEA,Controller,0.74,"sova,astra,omen",92
2023,Champions,Klaus,KRÜ,Americas,Initiator,0.74,skye,90
2023,Champions,Melser,KRÜ,Americas,Controller,0.69,"astra,harbor,omen",90
2023,Champions,BerLIN,FPX,EMEA,Controller,0.68,"omen,harbor,raze",85
2023,Champions,carpe,T1,Pacific,Initiator,0.68,"skye,killjoy,fade",129
2023,Champions,TENNN,ZETA,Pacific,Duelist,0.66,raze,79
2023,Champions,Laz,ZETA,Pacific,Flex,0.66,"chamber,viper",79
2023,Champions,SugarZ3ro,ZETA,Pacific,Controller,0.64,"brimstone,astra",79
2023,Champions,crow,ZETA,Pacific,Initiator,0.47,"breach,skye",79
2024,Masters Madrid,N4RRATE,KC,EMEA,Initiator,1.29,"gekko,fade,raze",157
2024,Masters Madrid,Less,LOUD,Americas,Flex,1.22,"viper,cypher",250
2024,Masters Madrid,tuyz,LOUD,Americas,Controller,1.21,"harbor,viper,omen",250
2024,Masters Madrid,RieNs,TH,EMEA,Initiator,1.17,"gekko,sova,breach",130
2024,Masters Madrid,MiniBoo,TH,EMEA,Duelist,1.17,"neon,yoru,raze",130
2024,Masters Madrid,zekken,SEN,Americas,Duelist,1.15,"raze,jett",421
2024,Masters Madrid,johnqt,SEN,Americas,Sentinel,1.12,"viper,cypher,killjoy",421
2024,Masters Madrid,TenZ,SEN,Americas,Initiator,1.07,"omen,gekko,kayo",421
2024,Masters Madrid,ZmjjKK,EDG,China,Duelist,1.07,"raze,kayo,jett",154
2024,Masters Madrid,Munchkin,GEN,Pacific,Flex,1.07,"kayo,viper",328
2024,Masters Madrid,benjyfishy,TH,EMEA,Sentinel,1.06,"killjoy,cypher,viper",130
2024,Masters Madrid,something,PRX,Pacific,Duelist,1.06,"gekko,reyna,jett",366
2024,Masters Madrid,Meteor,GEN,Pacific,Duelist,1.06,"killjoy,yoru,jett",328
2024,Masters Madrid,Karon,GEN,Pacific,Controller,1.06,"viper,astra,omen",328
2024,Masters Madrid,cauanzin,LOUD,Americas,Initiator,1.05,"sova,breach",250
2024,Masters Madrid,f0rsakeN,PRX,Pacific,Flex,1.04,"kayo,harbor,yoru",366
2024,Masters Madrid,MAGNUM,KC,EMEA,Initiator,1.04,"killjoy,fade,skye",157
2024,Masters Madrid,t3xture,GEN,Pacific,Duelist,1.03,"jett,raze",328
2024,Masters Madrid,marteen,KC,EMEA,Duelist,1.03,"jett,raze,yoru",157
2024,Masters Madrid,Autumn,FPX,EMEA,Duelist,1.03,"jett,raze,phoenix",86
2024,Masters Madrid,Smoggy,EDG,China,Initiator,1.02,"kayo,raze,breach",154
2024,Masters Madrid,saadhak,LOUD,Americas,Initiator,1.01,"killjoy,kayo,sova",250
2024,Masters Madrid,Life,FPX,EMEA,Duelist,1.00,"reyna,chamber,jett",86
2024,Masters Madrid,d4v41,PRX,Pacific,Flex,0.98,"sage,fade,viper",366
2024,Masters Madrid,Zellsis,SEN,Americas,Flex,0.98,"killjoy,kayo,brimstone",421
2024,Masters Madrid,sh1n,KC,EMEA,Controller,0.96,"sage,omen,astra",157
2024,Masters Madrid,qck,LOUD,Americas,Duelist,0.94,"jett,yoru,phoenix",250
2024,Masters Madrid,Sacy,SEN,Americas,Initiator,0.93,"fade,gekko,skye",421
2024,Masters Madrid,CHICHOO,EDG,China,Controller,0.89,"cypher,brimstone,viper",154
2024,Masters Madrid,nobody,EDG,China,Initiator,0.88,"sova,skye",154
2024,Masters Madrid,Monyet,PRX,Pacific,Controller,0.87,"omen,raze,astra",366
2024,Masters Madrid,Boo,TH,EMEA,Controller,0.87,"omen,astra",130
2024,Masters Madrid,mindfreak,PRX,Pacific,Controller,0.84,"viper,brimstone,omen",366
2024,Masters Madrid,Haodong,EDG,China,Controller,0.80,"omen,cypher,viper",154
2024,Masters Madrid,Lakia,GEN,Pacific,Initiator,0.80,"gekko,sova,skye",328
2024,Masters Madrid,Lysoar,FPX,EMEA,Controller,0.79,viper,86
2024,Masters Madrid,paTiTek,TH,EMEA,Flex,0.76,"viper,kayo",130
2024,Masters Madrid,tomaszy,KC,EMEA,Controller,0.75,"viper,omen,fade",157
2024,Masters Madrid,BerLIN,FPX,EMEA,Controller,0.72,"omen,harbor,astra",86
2024,Masters Madrid,AAAAY,FPX,EMEA,Initiator,0.71,"gekko,sova",86
2024,Masters Shanghai,Boo,TH,EMEA,Controller,,"viper,omen,brimstone",492
2024,Masters Shanghai,nobody,EDG,China,Initiator,,"gekko,skye",78
2024,Masters Shanghai,Meteor,GEN,Pacific,Sentinel,,"killjoy,yoru,cypher",388
2024,Masters Shanghai,Karon,GEN,Pacific,Controller,,"viper,omen,astra",388
2024,Masters Shanghai,C0M,LEV,Americas,Initiator,,"sova,fade,cypher",162
2024,Masters Shanghai,tex,LEV,Americas,Sentinel,,"killjoy,cypher,gekko",162
2024,Masters Shanghai,Mazino,LEV,Americas,Controller,,"harbor,omen,kayo",162
2024,Masters Shanghai,aspas,LEV,Americas,Duelist,,"jett,raze",162
2024,Masters Shanghai,kiNgg,LEV,Americas,Controller,,"viper,omen",162
2024,Masters Shanghai,Jinggg,PRX,Pacific,Duelist,,"raze,reyna,sage",171
2024,Masters Shanghai,mindfreak,PRX,Pacific,Controller,,"omen,brimstone,viper",171
2024,Masters Shanghai,f0rsakeN,PRX,Pacific,Initiator,,"skye,breach,harbor",171
2024,Masters Shanghai,d4v41,PRX,Pacific,Flex,,"viper,skye,sage",171
2024,Masters Shanghai,something,PRX,Pacific,Duelist,,"jett,gekko,reyna",171
2024,Masters Shanghai,ZmjjKK,EDG,China,Duelist,,raze,78
2024,Masters Shanghai,Munchkin,GEN,Pacific,Flex,,"kayo,viper",388
2024,Masters Shanghai,Haodong,EDG,China,Flex,,"cypher,gekko",78
2024,Masters Shanghai,Smoggy,EDG,China,Controller,,omen,78
2024,Masters Shanghai,CHICHOO,EDG,China,Controller,,"astra,viper",78
2024,Masters Shanghai,Asuna,100T,Americas,Initiator,,"gekko,raze,kayo",188
2024,Masters Shanghai,Boostio,100T,Americas,Sentinel,,"killjoy,gekko,cypher",188
2024,Masters Shanghai,eeiu,100T,Americas,Initiator,,"sova,fade",188
2024,Masters Shanghai,bang,100T,Americas,Controller,,"viper,omen",188
2024,Masters Shanghai,Cryocells,100T,Americas,Flex,,"jett,brimstone,gekko",188
2024,Masters Shanghai,Boaster,FNC,EMEA,Controller,,"omen,brimstone,viper",125
2024,Masters Shanghai,Chronicle,FNC,EMEA,Initiator,,"viper,skye,kayo",125
2024,Masters Shanghai,Leo,FNC,EMEA,Initiator,,"fade,gekko,sova",125
2024,Masters Shanghai,Derke,FNC,EMEA,Duelist,,"raze,yoru,jett",125
2024,Masters Shanghai,t3xture,GEN,Pacific,Duelist,,"jett,raze",388
2024,Masters Shanghai,Lakia,GEN,Pacific,Initiator,,"gekko,fade,sova",388
2024,Masters Shanghai,RieNs,TH,EMEA,Initiator,,"sova,breach,skye",492
2024,Masters Shanghai,Lysoar,FPX,EMEA,Flex,,"omen,killjoy",211
2024,Masters Shanghai,paTiTek,TH,EMEA,Initiator,,"kayo,fade,skye",492
2024,Masters Shanghai,Wo0t,TH,EMEA,Duelist,,"jett,raze,viper",492
2024,Masters Shanghai,benjyfishy,TH,EMEA,Sentinel,,"killjoy,cypher,viper",492
2024,Masters Shanghai,vo0kashu,DRG,China,Sentinel,,"killjoy,cypher",85
2024,Masters Shanghai,nizhaoTZH,DRG,China,Controller,,"viper,omen,brimstone",85
2024,Masters Shanghai,TvirusLuke,DRG,China,Duelist,,"jett,raze",85
2024,Masters Shanghai,Nicc,DRG,China,Initiator,,"sova,kayo,skye",85
2024,Masters Shanghai,Shion7,DRG,China,Initiator,,"harbor,gekko,sova",85
2024,Masters Shanghai,Autumn,FPX,EMEA,Flex,,"cypher,viper,kayo",211
2024,Masters Shanghai,Life,FPX,EMEA,Duelist,,"yoru,raze,clove",211
2024,Masters Shanghai,BerLIN,FPX,EMEA,Controller,,"harbor,astra,omen",211
2024,Masters Shanghai,AAAAY,FPX,EMEA,Initiator,,"fade,gekko",211
2024,Masters Shanghai,cNed,FUT,EMEA,Duelist,,"raze,jett,chamber",305
2024,Masters Shanghai,carpe,T1,Pacific,Initiator,,"sova,fade,omen",103
2024,Masters Shanghai,qRaxs,FUT,EMEA,Initiator,,"gekko,breach,kayo",305
2024,Masters Shanghai,AtaKaptan,FUT,EMEA,Controller,,"omen,viper",305
2024,Masters Shanghai,MrFaliN,FUT,EMEA,Initiator,,"breach,omen,sova",305
2024,Masters Shanghai,yetujey,FUT,EMEA,Sentinel,,"cypher,killjoy,viper",305
2024,Masters Shanghai,valyn,G2,Americas,Controller,,"astra,harbor,omen",344
2024,Masters Shanghai,JonahP,G2,Americas,Initiator,,"viper,skye,breach",344
2024,Masters Shanghai,leaf,G2,Americas,Sentinel,,"cypher,killjoy,viper",344
2024,Masters Shanghai,icy,G2,Americas,Duelist,,"yoru,gekko,raze",344
2024,Masters Shanghai,trent,G2,Americas,Initiator,,"sova,fade,gekko",344
2024,Masters Shanghai,Rossy,T1,Pacific,Flex,,"viper,breach",103
2024,Masters Shanghai,Sayaplayer,T1,Pacific,Duelist,,"jett,sage,raze",103
2024,Masters Shanghai,xccurate,T1,Pacific,Sentinel,,"harbor,chamber,sage",103
2024,Masters Shanghai,iZu,T1,Pacific,Duelist,,"yoru,reyna,omen",103
2024,Masters Shanghai,Alfajer,FNC,EMEA,Sentinel,,"killjoy,viper,cypher",125
2024,Champions,trexx,VIT,EMEA,Initiator,1.23,"sova,fade",151
2024,Champions,Derke,FNC,EMEA,Duelist,1.22,"raze,yoru",293
2024,Champions,primmie,TLN,Pacific,Flex,1.22,"yoru,sage,clove",85
2024,Champions,Chronicle,FNC,EMEA,Flex,1.21,"viper,sova",293
2024,Champions,keznit,KRÜ,Americas,Duelist,1.18,"neon,omen,raze",156
2024,Champions,CHICHOO,EDG,China,Controller,1.18,"omen,viper,killjoy",449
2024,Champions,Meteor,GEN,Pacific,Sentinel,1.17,"killjoy,yoru,cypher",153
2024,Champions,RieNs,TH,EMEA,Initiator,1.15,"sova,gekko,viper",552
2024,Champions,Smoggy,EDG,China,Controller,1.14,"clove,brimstone,viper",449
2024,Champions,t3xture,GEN,Pacific,Duelist,1.14,"jett,raze",153
2024,Champions,aspas,LEV,Americas,Duelist,1.14,"raze,jett,neon",407
2024,Champions,zekken,SEN,Americas,Duelist,1.12,"jett,raze,neon",361
2024,Champions,TenZ,SEN,Americas,Initiator,1.10,"omen,gekko,kayo",361
2024,Champions,Kai,TE,China,Sentinel,1.10,"jett,cypher,killjoy",208
2024,Champions,ZmjjKK,EDG,China,Duelist,1.10,"neon,raze,jett",449
2024,Champions,Alfajer,FNC,EMEA,Initiator,1.09,"gekko,killjoy,breach",293
2024,Champions,Autumn,FPX,EMEA,Flex,1.08,"viper,chamber",115
2024,Champions,Shyy,KRÜ,Americas,Sentinel,1.07,"cypher,viper,killjoy",156
2024,Champions,yetujey,FUT,EMEA,Flex,1.07,"cypher,viper",88
2024,Champions,mindfreak,PRX,Pacific,Controller,1.06,"viper,omen,brimstone",140
2024,Champions,Kicks,VIT,EMEA,Initiator,1.05,"kayo,gekko,breach",151
2024,Champions,Flashback,KRX,Pacific,Sentinel,1.04,"cypher,viper,killjoy",238
2024,Champions,kiNgg,LEV,Americas,Controller,1.04,"brimstone,omen,viper",407
2024,Champions,LuoK1ng,TE,China,Controller,1.04,"omen,brimstone,astra",208
2024,Champions,heat,KRÜ,Americas,Initiator,1.03,"breach,sova,fade",156
2024,Champions,MaKo,KRX,Pacific,Controller,1.02,"omen,brimstone,viper",238
2024,Champions,BuZz,KRX,Pacific,Duelist,1.01,"jett,raze,neon",238
2024,Champions,Sacy,SEN,Americas,Initiator,1.01,"sova,fade,gekko",361
2024,Champions,Sayf,VIT,EMEA,Duelist,1.01,"jett,neon,raze",151
2024,Champions,johnqt,SEN,Americas,Sentinel,1.00,"cypher,deadlock,viper",361
2024,Champions,valyn,G2,Americas,Controller,0.99,"harbor,omen,brimstone",200
2024,Champions,S1Mon,EDG,China,Initiator,0.99,"breach,fade,kayo",449
2024,Champions,Karon,GEN,Pacific,Controller,0.99,"omen,astra,brimstone",153
2024,Champions,cNed,FUT,EMEA,Duelist,0.99,"jett,raze",88
2024,Champions,Wo0t,TH,EMEA,Initiator,0.99,"gekko,fade,omen",552
2024,Champions,Zellsis,SEN,Americas,Flex,0.98,"breach,cypher,brimstone",361
2024,Champions,hiro,FNC,EMEA,Flex,0.98,"fade,viper,cypher",293
2024,Champions,ban,TLN,Pacific,Flex,0.98,"skye,phoenix,deadlock",85
2024,Champions,C0M,LEV,Americas,Initiator,0.98,"viper,sova,fade",407
2024,Champions,Boo,TH,EMEA,Controller,0.98,"astra,brimstone,fade",552
2024,Champions,MiniBoo,TH,EMEA,Duelist,0.97,"jett,raze,yoru",552
2024,Champions,leaf,G2,Americas,Flex,0.97,"killjoy,viper",200
2024,Champions,AAAAY,FPX,EMEA,Initiator,0.97,"fade,gekko",115
2024,Champions,benjyfishy,TH,EMEA,Sentinel,0.96,"cypher,viper,killjoy",552
2024,Champions,BerLIN,FPX,EMEA,Controller,0.96,"omen,astra,breach",115
2024,Champions,trent,G2,Americas,Initiator,0.96,"sova,fade,gekko",200
2024,Champions,Mazino,LEV,Americas,Initiator,0.95,"skye,deadlock,breach",407
2024,Champions,Munchkin,GEN,Pacific,Flex,0.95,"viper,kayo",153
2024,Champions,f0rsakeN,PRX,Pacific,Initiator,0.95,"sova,kayo,breach",140
2024,Champions,FengF,TE,China,Sentinel,0.95,"killjoy,raze,cypher",208
2024,Champions,BeYN,KRX,Pacific,Initiator,0.95,"sova,fade",238
2024,Champions,qRaxs,FUT,EMEA,Initiator,0.94,"breach,fade,gekko",88
2024,Champions,icy,G2,Americas,Duelist,0.93,"gekko,raze,yoru",200
2024,Champions,nobody,EDG,China,Initiator,0.93,"fade,gekko,sova",449
2024,Champions,d4v41,PRX,Pacific,Sentinel,0.93,"killjoy,fade,sage",140
2024,Champions,something,PRX,Pacific,Flex,0.93,"jett,gekko",140
2024,Champions,Flex1n,BLG,China,Controller,0.93,"brimstone,omen,viper",78
2024,Champions,Foxy9,KRX,Pacific,Initiator,0.93,"breach,kayo,gekko",238
2024,Champions,whzy,BLG,China,Duelist,0.92,"raze,neon,jett",78
2024,Champions,runneR,VIT,EMEA,Sentinel,0.91,"killjoy,cypher,viper",151
2024,Champions,Jinggg,PRX,Pacific,Duelist,0.91,"sage,neon,raze",140
2024,Champions,Melser,KRÜ,Americas,Controller,0.91,"omen,harbor,brimstone",156
2024,Champions,ceNder,VIT,EMEA,Controller,0.88,"omen,viper",151
2024,Champions,mta,KRÜ,Americas,Initiator,0.88,"sova,kayo,gekko",156
2024,Champions,JonahP,G2,Americas,Flex,0.88,"viper,skye",200
2024,Champions,tex,LEV,Americas,Sentinel,0.88,"gekko,cypher,killjoy",407
2024,Champions,heybay,TE,China,Initiator,0.86,"kayo,breach,deadlock",208
2024,Champions,Lysoar,FPX,EMEA,Controller,0.85,"cypher,viper,omen",115
2024,Champions,Biank,TE,China,Initiator,0.82,"sova,skye,fade",208
2024,Champions,Knight,BLG,China,Sentinel,0.80,"cypher,breach,sage",78
2024,Champions,AtaKaptan,FUT,EMEA,Controller,0.80,"viper,brimstone,omen",88
2024,Champions,MrFaliN,FUT,EMEA,Initiator,0.78,"omen,gekko,breach",88
2024,Champions,nephh,BLG,China,Initiator,0.77,"skye,fade,kayo",78
2024,Champions,JitBoyS,TLN,Pacific,Controller,0.76,"viper,clove,omen",85
2024,Champions,Governor,TLN,Pacific,Duelist,0.75,"neon,sova,raze",85
2024,Champions,Boaster,FNC,EMEA,Controller,0.71,"astra,omen",293
2024,Champions,Life,FPX,EMEA,Duelist,0.71,"yoru,raze,viper",115
2024,Champions,Lakia,GEN,Pacific,Initiator,0.61,"skye,sova,fade",153
2024,Champions,yosemite,BLG,China,Sentinel,0.61,"viper,cypher,killjoy",78
2024,Champions,Crws,TLN,Pacific,Initiator,0.51,"omen,kayo,fade",85
2025,Masters Bangkok,CHICHOO,EDG,China,Controller,1.23,"viper,vyse,omen",313
2025,Masters Bangkok,nAts,TL,EMEA,Sentinel,1.21,"viper,chamber,cypher",155
2025,Masters Bangkok,trent,G2,Americas,Initiator,1.21,"tejo,sova",360
2025,Masters Bangkok,Derke,VIT,EMEA,Duelist,1.18,"raze,yoru,jett",225
2025,Masters Bangkok,iZu,T1,Pacific,Flex,1.13,"yoru,fade,cypher",453
2025,Masters Bangkok,free1ng,KRX,Pacific,Initiator,1.10,tejo,149
2025,Masters Bangkok,keiko,TL,EMEA,Controller,1.09,"raze,astra,omen",155
2025,Masters Bangkok,trexx,VIT,EMEA,Initiator,1.09,"brimstone,fade,sova",225
2025,Masters Bangkok,BeYN,KRX,Pacific,Initiator,1.08,"breach,sova,fade",149
2025,Masters Bangkok,BuZz,T1,Pacific,Duelist,1.08,"raze,neon,yoru",453
2025,Masters Bangkok,valyn,G2,Americas,Controller,1.08,"brimstone,omen,astra",360
2025,Masters Bangkok,leaf,G2,Americas,Sentinel,1.06,"vyse,viper,chamber",360
2025,Masters Bangkok,N4RRATE,SEN,Americas,Initiator,1.05,"fade,breach,omen",103
2025,Masters Bangkok,Meteor,T1,Pacific,Sentinel,1.04,"viper,vyse,killjoy",453
2025,Masters Bangkok,Less,VIT,EMEA,Controller,1.03,"viper,cypher,brimstone",225
2025,Masters Bangkok,jawgemo,G2,Americas,Duelist,1.03,"yoru,raze",360
2025,Masters Bangkok,Sylvan,T1,Pacific,Controller,1.02,"omen,brimstone,astra",408
2025,Masters Bangkok,ZmjjKK,EDG,China,Duelist,1.01,"jett,raze,yoru",313
2025,Masters Bangkok,stax,T1,Pacific,Initiator,1.01,"fade,kayo,sova",453
2025,Masters Bangkok,Smoggy,EDG,China,Controller,1.01,"omen,brimstone,astra",313
2025,Masters Bangkok,Flashback,KRX,Pacific,Sentinel,1.00,"cypher,vyse",149
2025,Masters Bangkok,kamo,TL,EMEA,Duelist,0.99,"yoru,jett,raze",155
2025,Masters Bangkok,JonahP,G2,Americas,Initiator,0.98,"breach,vyse,skye",360
2025,Masters Bangkok,Kicks,VIT,EMEA,Initiator,0.94,"skye,omen,breach",225
2025,Masters Bangkok,nobody,EDG,China,Initiator,0.94,"tejo,fade",313
2025,Masters Bangkok,bang,SEN,Americas,Controller,0.93,"omen,astra,viper",103
2025,Masters Bangkok,Kai,TE,China,Flex,0.92,"vyse,jett",74
2025,Masters Bangkok,zekken,SEN,Americas,Duelist,0.92,"raze,jett",103
2025,Masters Bangkok,MaKo,KRX,Pacific,Controller,0.92,"omen,brimstone,astra",149
2025,Masters Bangkok,HYUNMIN,KRX,Pacific,Duelist,0.90,yoru,149
2025,Masters Bangkok,kamyk,TL,EMEA,Initiator,0.86,"astra,sova,tejo",155
2025,Masters Bangkok,Biank,TE,China,Initiator,0.85,"fade,sova",74
2025,Masters Bangkok,S1Mon,EDG,China,Initiator,0.83,"breach,kayo,fade",313
2025,Masters Bangkok,johnqt,SEN,Americas,Flex,0.82,"viper,tejo",103
2025,Masters Bangkok,Zellsis,SEN,Americas,Flex,0.77,"vyse,kayo,brimstone",103
2025,Masters Bangkok,Sayf,VIT,EMEA,Flex,0.75,"tejo,vyse,jett",225
2025,Masters Bangkok,LuoK1ng,TE,China,Controller,0.74,"omen,astra",74
2025,Masters Bangkok,paTiTek,TL,EMEA,Initiator,0.73,"fade,vyse,breach",155
2025,Masters Bangkok,heybay,TE,China,Initiator,0.69,"viper,kayo,breach",74
2025,Masters Bangkok,carpe,T1,Pacific,Controller,0.63,brimstone,45
2025,Masters Bangkok,FengF,TE,China,Flex,0.55,"raze,omen,cypher",74
2025,Masters Toronto,t3xture,GEN,Pacific,Duelist,1.23,"neon,raze,jett",255
2025,Masters Toronto,Spring,WOL,China,Controller,1.21,"omen,viper,astra",349
2025,Masters Toronto,Verno,MIBR,Americas,Initiator,1.18,sova,71
2025,Masters Toronto,Alfajer,FNC,EMEA,Duelist,1.17,"iso,raze,cypher",419
2025,Masters Toronto,zekken,SEN,Americas,Duelist,1.17,"neon,raze,yoru",249
2025,Masters Toronto,trent,G2,Americas,Initiator,1.17,"fade,sova,tejo",198
2025,Masters Toronto,leaf,G2,Americas,Sentinel,1.15,"viper,killjoy,vyse",198
2025,Masters Toronto,Chronicle,FNC,EMEA,Sentinel,1.13,"cypher,viper,sage",419
2025,Masters Toronto,whzy,BLG,China,Duelist,1.13,"jett,neon,raze",179
2025,Masters Toronto,f0rsakeN,PRX,Pacific,Initiator,1.12,"omen,fade,sova",387
2025,Masters Toronto,Jinggg,PRX,Pacific,Flex,1.10,"raze,omen",387
2025,Masters Toronto,keiko,TL,EMEA,Controller,1.10,"harbor,omen,iso",187
2025,Masters Toronto,N4RRATE,SEN,Americas,Initiator,1.08,"fade,breach,tejo",249
2025,Masters Toronto,d4v41,PRX,Pacific,Sentinel,1.07,"viper,vyse,sage",387
2025,Masters Toronto,happywei,XLG,China,Sentinel,1.06,"cypher,killjoy",75
2025,Masters Toronto,kaajak,FNC,EMEA,Duelist,1.06,"yoru,neon,jett",419
2025,Masters Toronto,rushia,BLG,China,Controller,1.03,"harbor,omen",179
2025,Masters Toronto,Karon,GEN,Pacific,Controller,1.03,omen,255
2025,Masters Toronto,crashies,FNC,EMEA,Initiator,1.03,"sova,fade",419
2025,Masters Toronto,Ash,GEN,Pacific,Initiator,1.02,"sova,tejo,fade",255
2025,Masters Toronto,PatMen,PRX,Pacific,Initiator,1.01,"fade,viper,kayo",387
2025,Masters Toronto,penny,TL,EMEA,Duelist,1.00,"omen,phoenix,jett",121
2025,Masters Toronto,Munchkin,GEN,Pacific,Flex,0.99,"viper,kayo",255
2025,Masters Toronto,bang,SEN,Americas,Controller,0.99,"omen,viper",249
2025,Masters Toronto,johnqt,SEN,Americas,Initiator,0.99,"breach,viper,skye",249
2025,Masters Toronto,Zellsis,SEN,Americas,Sentinel,0.99,"cypher,vyse,viper",249
2025,Masters Toronto,jawgemo,G2,Americas,Duelist,0.98,"yoru,neon,sage",198
2025,Masters Toronto,Monyet,RRQ,Pacific,Controller,0.97,"omen,viper,neon",100
2025,Masters Toronto,something,PRX,Pacific,Duelist,0.96,"yoru,sova,jett",387
2025,Masters Toronto,kamo,TL,EMEA,Flex,0.96,"clove,neon,chamber",187
2025,Masters Toronto,Juicy,WOL,China,Duelist,0.95,"yoru,jett,raze",349
2025,Masters Toronto,Wo0t,TH,EMEA,Initiator,0.94,"breach,gekko,jett",81
2025,Masters Toronto,nephh,BLG,China,Initiator,0.93,"viper,breach,kayo",179
2025,Masters Toronto,valyn,G2,Americas,Controller,0.93,omen,198
2025,Masters Toronto,JonahP,G2,Americas,Initiator,0.93,"breach,viper,fade",198
2025,Masters Toronto,Lysoar,WOL,China,Sentinel,0.91,"deadlock,killjoy,omen",349
2025,Masters Toronto,SiuFatBB,WOL,China,Initiator,0.91,"sova,fade",349
2025,Masters Toronto,paTiTek,TL,EMEA,Initiator,0.91,"kayo,sova,fade",187
2025,Masters Toronto,Levius,BLG,China,Sentinel,0.90,"killjoy,cypher,vyse",179
2025,Masters Toronto,xffero,RRQ,Pacific,Sentinel,0.90,"cypher,killjoy,viper",100
2025,Masters Toronto,Yuicaw,WOL,China,Flex,0.89,"cypher,gekko,raze",349
2025,Masters Toronto,Foxy9,GEN,Pacific,Sentinel,0.88,"killjoy,deadlock,vyse",255
2025,Masters Toronto,Kushy,RRQ,Pacific,Flex,0.88,"sova,vyse",100
2025,Masters Toronto,nAts,TL,EMEA,Flex,0.88,"viper,cypher",111
